Sonde serial number                          	R3030575
Balloon release date and time                	2023-11-13T05:55:07
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C     %    °C   °   m/s     K         °          °  g/kg       m      °
1863     2.3      5445  529.4  -3.4  28.3 -19.2 266  19.3 270.1 24.991922 121.673456  1.59   13818    100
1864     2.8      5448  529.3  -3.4  28.5 -19.1 266  19.2 270.0 24.991936 121.673648  1.60   13837    100
1865     3.0      5451  529.1  -3.4  28.7 -19.0 266  19.2 270.0 24.991950 121.673842  1.61   13856    100
1866     2.0      5453  528.9  -3.4  29.1 -18.9 265  19.2 270.0 24.991963 121.674036  1.63   13875    100
1867     2.8      5456  528.8  -3.4  29.5 -18.7 265  19.2 270.0 24.991976 121.674230  1.65   13894    100
1868     2.8      5459  528.6  -3.4  30.0 -18.5 265  19.2 270.0 24.991990 121.674424  1.68   13913    100
1869     1.6      5460  528.4  -3.4  30.5 -18.3 265  19.2 270.0 24.992003 121.674618  1.71   13932    100
1870     2.7      5463  528.3  -3.4  30.9 -18.2 265  19.2 270.0 24.992018 121.674810  1.73   13951    100
1871     2.5      5465  528.1  -3.5  31.1 -18.1 265  19.2 270.0 24.992034 121.675000  1.74   13969    100
1872     2.3      5468  527.9  -3.5  31.3 -18.1 265  19.2 270.0 24.992052 121.675188  1.75   13988    100
1873     2.4      5470  527.8  -3.5  31.4 -18.1 265  19.2 269.9 24.992071 121.675374  1.75   14006    100
1874     2.6      5473  527.6  -3.5  31.4 -18.1 265  19.2 269.9 24.992089 121.675559  1.75   14024    100
1875     2.3      5475  527.4  -3.5  31.1 -18.2 265  19.2 269.9 24.992105 121.675742  1.74   14042    100
1876     3.0      5478  527.3  -3.5  30.8 -18.3 265  19.2 269.9 24.992120 121.675925  1.72   14060    100
1877     2.3      5480  527.1  -3.5  30.7 -18.4 265  19.2 269.9 24.992134 121.676109  1.71   14078    100
1878     2.3      5483  527.0  -3.6  30.7 -18.4 265  19.2 269.9 24.992148 121.676294  1.70   14096    100
1879     3.0      5486  526.8  -3.6  30.6 -18.4 265  19.2 269.8 24.992161 121.676482  1.70   14114    100
1880     1.1      5487  526.6  -3.6  30.5 -18.5 265  19.2 269.8 24.992174 121.676672  1.69   14133    100
1881     1.9      5489  526.5  -3.6  30.4 -18.5 265  19.2 269.8 24.992188 121.676864  1.69   14152    100
1882     3.3      5492  526.3  -3.6  30.3 -18.6 265  19.2 269.8 24.992202 121.677057  1.68   14171    100
1883     2.8      5495  526.2  -3.7  30.2 -18.7 265  19.3 269.8 24.992217 121.677250  1.67   14189    100
1884     2.6      5497  526.0  -3.7  30.2 -18.7 265  19.3 269.8 24.992231 121.677442  1.67   14208    100
1885     1.5      5499  525.8  -3.7  30.5 -18.6 265  19.3 269.7 24.992245 121.677633  1.69   14227    100
1886     3.0      5502  525.7  -3.7  31.1 -18.4 265  19.3 269.7 24.992261 121.677823  1.71   14246    100
1887     2.5      5504  525.5  -3.7  31.8 -18.1 265  19.3 269.7 24.992277 121.678013  1.75   14264    100
1888     2.1      5506  525.4  -3.8  32.3 -18.0 265  19.3 269.7 24.992294 121.678202  1.78   14283    100
1889     2.2      5509  525.2  -3.8  32.5 -17.9 265  19.3 269.7 24.992312 121.678391  1.78   14301    100
1890     2.8      5511  525.0  -3.8  32.6 -17.9 265  19.3 269.6 24.992329 121.678579  1.79   14320    100
1891     2.6      5514  524.9  -3.8  32.8 -17.8 265  19.3 269.6 24.992345 121.678766  1.80   14338    100
1892     2.5      5516  524.7  -3.8  33.1 -17.8 265  19.3 269.6 24.992361 121.678954  1.81   14356    100
1893     1.9      5518  524.6  -3.9  33.3 -17.7 265  19.3 269.6 24.992375 121.679143  1.82   14375    100
1894     2.7      5521  524.4  -3.9  33.5 -17.6 265  19.3 269.6 24.992389 121.679333  1.83   14393    100
1895     2.3      5523  524.2  -3.9  33.7 -17.6 265  19.3 269.6 24.992401 121.679525  1.84   14412    100
1896     2.3      5526  524.1  -3.9  33.7 -17.6 266  19.4 269.5 24.992413 121.679717  1.84   14431    100
1897     2.8      5528  523.9  -3.9  33.7 -17.6 266  19.4 269.5 24.992425 121.679909  1.84   14450    100
1898     2.4      5531  523.7  -3.9  33.8 -17.6 265  19.4 269.5 24.992438 121.680102  1.84   14469    100
1899     2.1      5533  523.6  -4.0  33.9 -17.6 265  19.4 269.5 24.992450 121.680296  1.84   14488    100
1900     2.7      5536  523.4  -4.0  34.0 -17.6 265  19.4 269.5 24.992463 121.680489  1.84   14507    100
1901     2.7      5538  523.3  -4.0  33.9 -17.6 265  19.4 269.5 24.992476 121.680681  1.84   14526    100
1902     2.9      5541  523.1  -4.0  34.0 -17.6 265  19.4 269.4 24.992490 121.680872  1.84   14545    100
1903     2.2      5543  522.9  -4.0  34.3 -17.5 265  19.4 269.4 24.992504 121.681061  1.85   14563    100
1904     2.0      5545  522.8  -4.1  34.5 -17.4 265  19.4 269.4 24.992518 121.681250  1.86   14582    100
1905     2.7      5548  522.6  -4.1  34.5 -17.5 265  19.5 269.4 24.992531 121.681436  1.86   14600    100
1906     2.3      5550  522.4  -4.1  34.4 -17.5 265  19.5 269.4 24.992544 121.681623  1.85   14619    100
1907     2.6      5553  522.3  -4.1  34.3 -17.6 265  19.5 269.3 24.992556 121.681810  1.85   14637    100
1908     2.2      5555  522.1  -4.1  34.4 -17.5 265  19.5 269.3 24.992570 121.681998  1.85   14656    100
1909     2.7      5558  522.0  -4.1  34.4 -17.5 265  19.5 269.3 24.992584 121.682189  1.85   14674    100
1910     2.5      5560  521.8  -4.2  34.5 -17.5 265  19.5 269.3 24.992598 121.682383  1.85   14693    100
1911     1.9      5562  521.6  -4.2  34.7 -17.5 265  19.5 269.3 24.992614 121.682578  1.86   14713    100
1912     2.2      5565  521.5  -4.2  34.9 -17.4 265  19.5 269.3 24.992631 121.682775  1.87   14732    100
1913     2.9      5567  521.3  -4.2  35.1 -17.4 265  19.5 269.2 24.992648 121.682973  1.88   14751     99
1914     2.5      5570  521.2  -4.2  35.2 -17.4 265  19.5 269.2 24.992665 121.683170  1.88   14771     99
1915     1.8      5572  521.0  -4.3  35.2 -17.4 265  19.5 269.2 24.992681 121.683365  1.88   14790     99
1916     2.3      5574  520.9  -4.3  35.3 -17.4 265  19.5 269.2 24.992697 121.683559  1.88   14809     99
1917     2.7      5577  520.7  -4.3  35.4 -17.3 264  19.5 269.2 24.992714 121.683752  1.89   14828     99
1918     2.4      5579  520.5  -4.3  35.5 -17.3 264  19.5 269.2 24.992731 121.683945  1.89   14847     99
1919     2.4      5582  520.4  -4.3  35.8 -17.3 264  19.5 269.1 24.992750 121.684137  1.90   14865     99
1920     2.5      5584  520.2  -4.3  35.9 -17.2 264  19.5 269.1 24.992769 121.684329  1.91   14884     99
1921     3.1      5587  520.0  -4.4  36.0 -17.2 264  19.5 269.1 24.992790 121.684520  1.91   14903     99
1922     2.5      5590  519.9  -4.4  36.1 -17.2 264  19.5 269.1 24.992811 121.684710  1.92   14921     99
1923     1.9      5591  519.7  -4.4  36.4 -17.1 264  19.5 269.1 24.992831 121.684899  1.93   14940     99
1924     2.7      5594  519.6  -4.4  36.6 -17.1 264  19.5 269.0 24.992852 121.685089  1.94   14958     99
1925     2.2      5596  519.4  -4.4  36.6 -17.1 264  19.5 269.0 24.992872 121.685279  1.94   14977     99
1926     2.8      5599  519.2  -4.5  36.6 -17.1 264  19.5 269.0 24.992893 121.685469  1.93   14996     99
1927     2.9      5602  519.1  -4.5  36.5 -17.1 264  19.5 269.0 24.992915 121.685661  1.93   15014     99
1928     2.1      5604  518.9  -4.5  36.4 -17.2 264  19.5 269.0 24.992936 121.685852  1.92   15033     99
1929     2.2      5606  518.7  -4.5  36.2 -17.3 264  19.5 268.9 24.992958 121.686042  1.90   15052     99
1930     2.1      5608  518.6  -4.5  36.1 -17.3 263  19.5 268.9 24.992978 121.686230  1.90   15070     99
1931     2.9      5611  518.4  -4.5  36.1 -17.3 263  19.5 268.9 24.992999 121.686414  1.90   15088     99
1932     2.7      5614  518.2  -4.6  36.0 -17.4 263  19.5 268.9 24.993021 121.686596  1.89   15106     99
1933     2.0      5616  518.1  -4.6  36.1 -17.4 263  19.5 268.9 24.993045 121.686775  1.89   15123     99
1934     2.7      5619  517.9  -4.6  36.2 -17.4 263  19.5 268.9 24.993068 121.686959  1.89   15141     99
1935     3.6      5622  517.8  -4.6  36.3 -17.3 263  19.5 268.8 24.993089 121.687152  1.90   15160     99
1936     2.0      5624  517.6  -4.6  36.5 -17.3 263  19.6 268.8 24.993110 121.687352  1.90   15180     99
1937     2.2      5627  517.4  -4.7  36.6 -17.3 263  19.6 268.8 24.993130 121.687550  1.91   15199     99
1938     2.4      5629  517.3  -4.7  36.8 -17.2 263  19.6 268.8 24.993150 121.687743  1.92   15218     99
1939     2.2      5631  517.1  -4.7  37.0 -17.2 263  19.6 268.8 24.993171 121.687934  1.93   15237     99
1940     2.5      5634  517.0  -4.7  37.0 -17.2 263  19.6 268.7 24.993191 121.688126  1.93   15256     99
1941     2.3      5636  516.8  -4.7  36.9 -17.2 263  19.6 268.7 24.993211 121.688317  1.92   15274     99
1942     2.1      5638  516.6  -4.8  36.8 -17.3 263  19.6 268.7 24.993232 121.688509  1.91   15293     99
1943     3.1      5641  516.5  -4.8  36.3 -17.5 263  19.6 268.7 24.993253 121.688702  1.88   15312     99
1944     2.8      5644  516.3  -4.8  35.5 -17.7 263  19.6 268.7 24.993274 121.688897  1.84   15331     99
1945     2.1      5646  516.2  -4.8  34.7 -18.0 263  19.6 268.6 24.993295 121.689092  1.80   15350     99
1946     2.0      5648  516.0  -4.8  34.2 -18.2 263  19.6 268.6 24.993316 121.689287  1.77   15369     99
1947     2.0      5650  515.9  -4.8  34.0 -18.3 263  19.6 268.6 24.993336 121.689481  1.75   15388     99
1948     2.5      5652  515.7  -4.9  34.0 -18.3 263  19.6 268.6 24.993357 121.689674  1.75   15407     99
1949     2.5      5655  515.5  -4.9  34.0 -18.3 263  19.6 268.6 24.993378 121.689866  1.75   15426     99
1950     2.8      5658  515.4  -4.9  34.2 -18.3 263  19.6 268.5 24.993399 121.690058  1.76   15445     99
1951     2.4      5660  515.2  -4.9  34.3 -18.3 263  19.7 268.5 24.993422 121.690250  1.76   15464     99
1952     2.5      5663  515.1  -4.9  34.3 -18.3 263  19.7 268.5 24.993446 121.690441  1.76   15482     99
1953     1.9      5665  514.9  -5.0  34.1 -18.4 263  19.7 268.5 24.993469 121.690632  1.75   15501     99
1954     2.1      5667  514.8  -5.0  33.9 -18.5 263  19.7 268.5 24.993491 121.690824  1.73   15520     99
1955     2.9      5670  514.6  -5.0  33.7 -18.6 263  19.7 268.4 24.993514 121.691016  1.72   15539     99
1956     2.3      5672  514.4  -5.0  33.4 -18.7 263  19.7 268.4 24.993536 121.691209  1.71   15558     99
1957     2.9      5675  514.3  -5.0  33.0 -18.9 263  19.7 268.4 24.993558 121.691404  1.68   15577     99
1958     2.6      5677  514.1  -5.1  32.4 -19.1 263  19.7 268.4 24.993580 121.691597  1.65   15596     99
1959     2.2      5680  514.0  -5.1  32.1 -19.2 263  19.7 268.3 24.993601 121.691791  1.64   15615     99
1960     2.0      5682  513.8  -5.1  32.3 -19.1 263  19.7 268.3 24.993621 121.691983  1.64   15634     99
1961     3.1      5685  513.6  -5.1  32.5 -19.1 263  19.7 268.3 24.993641 121.692175  1.65   15652     99
1962     2.4      5687  513.5  -5.1  32.4 -19.1 263  19.7 268.3 24.993660 121.692367  1.65   15671     99
1963     1.7      5689  513.3  -5.1  32.3 -19.2 263  19.7 268.3 24.993681 121.692559  1.64   15690     98
1964     2.5      5691  513.2  -5.1  32.1 -19.3 263  19.7 268.3 24.993703 121.692751  1.63   15709     98
1965     1.9      5693  513.0  -5.2  32.1 -19.3 263  19.7 268.3 24.993726 121.692945  1.63   15728     98
1966     2.5      5696  512.9  -5.2  32.3 -19.2 263  19.7 268.2 24.993749 121.693140  1.63   15747     98
1967     1.8      5697  512.7  -5.2  32.4 -19.2 263  19.7 268.2 24.993770 121.693337  1.64   15766     98
1968     2.8      5700  512.6  -5.2  32.5 -19.2 263  19.7 268.2 24.993791 121.693535  1.64   15786     98
1969     2.1      5702  512.4  -5.2  32.5 -19.2 263  19.7 268.2 24.993812 121.693733  1.64   15805     98
1970     2.2      5705  512.3  -5.2  32.0 -19.4 262  19.7 268.2 24.993834 121.693929  1.62   15825     98
1971     2.5      5707  512.1  -5.3  31.3 -19.7 262  19.8 268.2 24.993856 121.694124  1.58   15844     98
1972     2.6      5710  512.0  -5.3  30.8 -19.9 262  19.8 268.1 24.993880 121.694317  1.55   15863     98
1973     2.6      5712  511.8  -5.3  30.8 -19.9 262  19.8 268.1 24.993906 121.694510  1.55   15881     98
1974     2.0      5714  511.7  -5.3  31.1 -19.8 262  19.8 268.1 24.993932 121.694702  1.56   15900     98
1975     3.2      5717  511.5  -5.3  31.3 -19.7 262  19.8 268.1 24.993959 121.694895  1.57   15919     98
1976     2.3      5720  511.3  -5.4  31.4 -19.7 262  19.8 268.0 24.993988 121.695086  1.57   15938     98
1977     1.9      5722  511.2  -5.4  31.5 -19.7 262  19.8 268.0 24.994018 121.695274  1.58   15956     98
1978     2.3      5724  511.0  -5.4  31.9 -19.6 262  19.8 268.0 24.994047 121.695461  1.59   15974     98
1979     2.8      5727  510.9  -5.4  32.5 -19.4 262  19.8 268.0 24.994076 121.695648  1.62   15993     98
1980     2.3      5729  510.7  -5.5  33.3 -19.1 262  19.8 268.0 24.994102 121.695838  1.65   16011     98
1981     2.3      5731  510.6  -5.5  33.9 -18.9 262  19.8 267.9 24.994127 121.696030  1.68   16030     98
1982     2.0      5733  510.4  -5.5  34.4 -18.8 262  19.8 267.9 24.994151 121.696227  1.70   16049     98
1983     2.8      5736  510.2  -5.5  34.7 -18.7 262  19.8 267.9 24.994175 121.696425  1.72   16069     98
1984     3.1      5739  510.1  -5.5  34.9 -18.6 262  19.8 267.9 24.994199 121.696624  1.73   16088     98
1985     1.7      5741  509.9  -5.6  34.8 -18.7 262  19.8 267.9 24.994222 121.696824  1.72   16108     98
1986     3.0      5744  509.8  -5.6  34.7 -18.7 262  19.8 267.8 24.994244 121.697022  1.71   16127     98
1987     2.9      5747  509.6  -5.6  34.4 -18.8 262  19.8 267.8 24.994268 121.697220  1.70   16147     98
1988     1.8      5749  509.4  -5.6  34.2 -18.9 262  19.8 267.8 24.994293 121.697415  1.69   16166     98
1989     2.2      5751  509.3  -5.6  34.2 -18.9 262  19.8 267.8 24.994320 121.697606  1.69   16185     98
1990     2.3      5753  509.1  -5.6  34.4 -18.9 262  19.8 267.8 24.994347 121.697796  1.69   16203     98
1991     2.6      5756  509.0  -5.7  34.5 -18.9 262  19.8 267.8 24.994373 121.697986  1.69   16222     98
1992     2.6      5758  508.8  -5.7  34.5 -18.9 262  19.8 267.8 24.994400 121.698179  1.69   16241     98
1993     2.2      5761  508.7  -5.7  34.2 -19.0 262  19.8 267.7 24.994427 121.698378  1.68   16260     98
1994     2.7      5763  508.5  -5.7  33.4 -19.3 262  19.9 267.7 24.994453 121.698582  1.64   16280     98
1995     2.4      5766  508.3  -5.7  32.2 -19.7 262  19.9 267.7 24.994481 121.698784  1.58   16300     98
1996     2.3      5768  508.2  -5.7  31.1 -20.1 262  19.9 267.7 24.994509 121.698983  1.53   16320     98
1997     2.5      5770  508.0  -5.7  30.4 -20.4 262  19.9 267.7 24.994537 121.699179  1.49   16339     98
1998     2.2      5773  507.9  -5.7  30.1 -20.5 262  19.9 267.7 24.994566 121.699375  1.48   16358     98
1999     2.3      5775  507.7  -5.7  30.1 -20.5 262  19.9 267.6 24.994594 121.699570  1.47   16377     98
2000     2.5      5778  507.6  -5.8  30.3 -20.5 262  19.9 267.6 24.994621 121.699765  1.48   16396     98
2001     2.7      5780  507.4  -5.8  30.4 -20.4 262  19.9 267.6 24.994647 121.699957  1.49   16415     98
2002     2.6      5783  507.2  -5.8  30.1 -20.6 262  19.9 267.6 24.994673 121.700147  1.47   16434     98
2003     2.0      5785  507.1  -5.8  29.2 -21.0 262  19.9 267.6 24.994700 121.700335  1.42   16452     98
2004     2.3      5787  506.9  -5.8  28.4 -21.3 262  19.9 267.5 24.994726 121.700523  1.38   16471     98
2005     2.6      5790  506.8  -5.9  28.2 -21.4 261  19.9 267.5 24.994752 121.700712  1.37   16489     98
2006     2.7      5793  506.6  -5.9  28.2 -21.4 261  19.9 267.5 24.994779 121.700904  1.37   16508     98
2007     2.2      5795  506.4  -5.9  28.2 -21.4 261  19.9 267.5 24.994805 121.701098  1.37   16527     98
2008     2.2      5797  506.3  -5.9  28.2 -21.5 261  19.9 267.5 24.994832 121.701294  1.36   16546     98
2009     2.4      5799  506.1  -5.9  28.1 -21.5 261  19.9 267.4 24.994858 121.701494  1.36   16566     98
2010     2.5      5802  506.0  -6.0  28.1 -21.5 261  19.9 267.4 24.994885 121.701695  1.36   16586     98
2011     2.9      5805  505.8  -6.0  28.0 -21.6 261  19.9 267.4 24.994913 121.701895  1.35   16605     98
2012     2.6      5807  505.7  -6.0  27.9 -21.6 261  19.9 267.4 24.994942 121.702093  1.34   16625     98
2013     1.9      5809  505.5  -6.0  27.5 -21.8 261  19.9 267.4 24.994972 121.702289  1.32   16644     98
2014     2.3      5811  505.3  -6.0  27.1 -22.0 261  19.9 267.3 24.995002 121.702484  1.30   16663     97
2015     3.2      5815  505.2  -6.0  26.8 -22.2 261  19.9 267.3 24.995033 121.702678  1.29   16682     97
2016     2.1      5817  505.0  -6.1  26.5 -22.3 261  19.9 267.3 24.995064 121.702870  1.27   16701     97
2017     2.2      5819  504.9  -6.1  26.3 -22.4 261  19.9 267.3 24.995093 121.703063  1.26   16720     97
2018     2.9      5822  504.7  -6.1  26.2 -22.5 261  19.9 267.2 24.995120 121.703256  1.25   16739     97
2019     2.1      5824  504.6  -6.1  26.1 -22.5 261  19.9 267.2 24.995144 121.703450  1.24   16758     97
2020     2.8      5827  504.4  -6.2  25.8 -22.7 261  19.9 267.2 24.995169 121.703645  1.23   16777     97
2021     2.0      5829  504.2  -6.2  25.6 -22.8 261  19.9 267.2 24.995195 121.703840  1.22   16796     97
2022     2.9      5832  504.1  -6.2  25.3 -22.9 260  19.9 267.1 24.995221 121.704037  1.21   16815     97
2023     2.7      5834  503.9  -6.2  25.1 -23.0 260  19.9 267.1 24.995248 121.704233  1.19   16835     97
2024     2.0      5836  503.8  -6.2  25.0 -23.1 260  19.9 267.1 24.995277 121.704427  1.19   16854     97
2025     2.6      5839  503.6  -6.3  25.0 -23.1 260  19.9 267.1 24.995306 121.704619  1.18   16873     97
2026     2.7      5842  503.4  -6.3  24.9 -23.2 260  19.9 267.1 24.995337 121.704810  1.18   16891     97
2027     2.5      5844  503.3  -6.3  24.9 -23.2 260  19.9 267.0 24.995370 121.705000  1.18   16910     97
2028     1.9      5846  503.1  -6.3  25.0 -23.2 260  19.9 267.0 24.995403 121.705190  1.18   16928     97
2029     2.2      5848  503.0  -6.4  25.1 -23.2 260  19.9 267.0 24.995438 121.705381  1.18   16947     97
2030     2.7      5851  502.8  -6.4  25.3 -23.1 260  19.9 267.0 24.995474 121.705573  1.19   16966     97
2031     2.6      5853  502.7  -6.4  25.5 -23.0 260  19.9 267.0 24.995508 121.705766  1.20   16985     97
2032     2.7      5856  502.5  -6.4  25.6 -23.0 260  19.9 266.9 24.995542 121.705961  1.20   17004     97
2033     2.8      5859  502.3  -6.4  25.8 -22.9 260  19.9 266.9 24.995575 121.706157  1.21   17023     97
2034     2.3      5861  502.2  -6.5  26.0 -22.8 260  19.9 266.9 24.995606 121.706354  1.22   17042     97
2035     2.9      5864  502.0  -6.5  26.2 -22.8 260  19.9 266.9 24.995637 121.706551  1.23   17062     97
2036     2.4      5867  501.8  -6.5  26.4 -22.7 260  20.0 266.9 24.995666 121.706748  1.23   17081     97
2037     2.7      5869  501.7  -6.5  26.5 -22.7 260  20.0 266.8 24.995694 121.706944  1.24   17100     97
2038     1.9      5871  501.5  -6.5  26.4 -22.7 260  20.0 266.8 24.995722 121.707138  1.23   17119     97
2039     2.8      5874  501.4  -6.5  26.2 -22.8 261  20.0 266.8 24.995750 121.707332  1.22   17138     97
2040     1.9      5876  501.2  -6.6  26.0 -22.9 261  20.0 266.8 24.995779 121.707526  1.21   17157     97
2041     2.0      5878  501.1  -6.6  25.6 -23.1 261  20.0 266.8 24.995807 121.707721  1.19   17177     97
