Sonde serial number                          	R3030575
Balloon release date and time                	2023-11-13T05:55:07
Sonde type                                   	RS41-SGP

   n AscRate HeightMSL      P  Temp    RH  Dewp Dir Speed  VirT       Lat        Lon  MixR CompRng CompAz
         m/s         m    hPa    °C     %    °C   °   m/s     K         °          °  g/kg       m      °
2743     3.6      7692  395.4 -18.1  12.8 -40.1 258  27.8 255.1 25.030440 121.886072  0.30   35118     87
2744     2.9      7694  395.2 -18.1  13.1 -39.9 258  27.8 255.1 25.030491 121.886345  0.30   35146     87
2745     2.9      7697  395.1 -18.1  13.6 -39.5 258  27.8 255.1 25.030541 121.886615  0.32   35173     87
2746     3.1      7700  394.9 -18.2  14.3 -39.1 258  27.7 255.0 25.030592 121.886885  0.33   35201     87
2747     2.4      7703  394.7 -18.2  14.9 -38.7 258  27.7 255.0 25.030644 121.887152  0.34   35228     87
2748     3.4      7706  394.6 -18.3  15.4 -38.4 258  27.7 254.9 25.030698 121.887418  0.35   35255     87
2749     2.9      7709  394.4 -18.3  15.7 -38.2 258  27.7 254.9 25.030753 121.887682  0.36   35282     87
2750     3.0      7712  394.3 -18.3  15.9 -38.2 258  27.6 254.9 25.030811 121.887944  0.36   35309     87
2751     3.4      7715  394.1 -18.3  15.7 -38.2 258  27.6 254.9 25.030871 121.888206  0.36   35336     87
2752     3.0      7718  393.9 -18.3  15.3 -38.5 258  27.6 254.9 25.030930 121.888468  0.35   35363     87
2753     3.0      7721  393.8 -18.3  14.3 -39.2 258  27.6 254.9 25.030987 121.888730  0.33   35389     87
2754     2.9      7724  393.6 -18.4  13.6 -39.7 258  27.5 254.8 25.031043 121.888994  0.31   35416     87
2755     3.3      7728  393.5 -18.4  13.6 -39.8 258  27.5 254.8 25.031097 121.889260  0.31   35444     87
2756     2.7      7730  393.3 -18.5  13.7 -39.7 258  27.5 254.7 25.031152 121.889527  0.31   35471     87
2757     3.8      7734  393.1 -18.5  13.6 -39.8 258  27.5 254.7 25.031207 121.889794  0.31   35498     87
2758     2.8      7737  393.0 -18.5  13.5 -39.9 258  27.4 254.7 25.031260 121.890060  0.31   35525     87
2759     2.8      7740  392.8 -18.5  13.5 -39.9 258  27.4 254.7 25.031313 121.890326  0.31   35552     87
2760     2.6      7742  392.7 -18.5  13.6 -39.9 258  27.4 254.7 25.031364 121.890591  0.31   35579     87
2761     2.8      7745  392.5 -18.5  13.8 -39.7 258  27.4 254.7 25.031414 121.890857  0.31   35607     87
2762     2.9      7748  392.4 -18.6  14.1 -39.5 258  27.3 254.6 25.031463 121.891122  0.32   35634     87
2763     3.2      7751  392.2 -18.6  14.4 -39.4 258  27.3 254.6 25.031511 121.891385  0.32   35660     87
2764     3.2      7755  392.0 -18.7  14.6 -39.3 258  27.3 254.5 25.031560 121.891649  0.33   35687     87
2765     3.7      7758  391.9 -18.7  14.8 -39.2 258  27.3 254.5 25.031611 121.891912  0.33   35714     87
2766     2.6      7761  391.7 -18.7  15.0 -39.1 258  27.2 254.5 25.031663 121.892175  0.33   35741     87
2767     3.2      7764  391.6 -18.7  15.0 -39.1 258  27.2 254.5 25.031716 121.892437  0.33   35768     87
2768     2.2      7766  391.4 -18.8  14.8 -39.2 258  27.2 254.4 25.031769 121.892699  0.33   35795     87
2769     3.4      7770  391.2 -18.8  14.7 -39.3 258  27.2 254.4 25.031822 121.892960  0.33   35821     87
2770     3.4      7773  391.1 -18.8  14.7 -39.3 258  27.2 254.4 25.031874 121.893222  0.33   35848     87
2771     2.8      7776  390.9 -18.8  15.0 -39.1 259  27.1 254.4 25.031925 121.893483  0.33   35875     87
2772     2.7      7779  390.7 -18.9  15.7 -38.7 259  27.1 254.3 25.031974 121.893745  0.35   35901     87
2773     3.5      7782  390.6 -18.9  16.8 -38.1 259  27.1 254.3 25.032021 121.894006  0.37   35928     87
2774     4.1      7786  390.4 -18.9  18.6 -37.1 259  27.1 254.3 25.032067 121.894269  0.41   35955     87
2775     2.3      7788  390.3 -18.9  20.9 -35.9 259  27.1 254.3 25.032114 121.894532  0.46   35982     87
2776     3.0      7791  390.1 -18.9  23.0 -35.0 259  27.1 254.3 25.032160 121.894794  0.50   36008     87
2777     3.0      7794  389.9 -19.0  24.3 -34.5 259  27.1 254.3 25.032207 121.895056  0.53   36035     87
2778     3.4      7798  389.8 -19.0  24.9 -34.2 259  27.1 254.3 25.032253 121.895319  0.55   36062     87
2779     3.0      7801  389.6 -19.0  25.3 -34.1 259  27.1 254.2 25.032297 121.895583  0.55   36089     87
2780     2.9      7804  389.5 -19.0  25.5 -34.0 259  27.1 254.2 25.032341 121.895847  0.56   36116     87
2781     3.0      7807  389.3 -19.0  25.7 -34.0 259  27.1 254.2 25.032384 121.896112  0.56   36143     87
2782     3.4      7810  389.1 -19.1  26.1 -33.8 259  27.1 254.2 25.032427 121.896376  0.57   36170     87
2783     3.0      7813  389.0 -19.1  27.0 -33.5 259  27.1 254.1 25.032470 121.896638  0.59   36196     87
2784     2.6      7816  388.8 -19.1  28.1 -33.1 259  27.1 254.1 25.032514 121.896898  0.61   36223     87
2785     2.9      7819  388.7 -19.2  28.9 -32.8 259  27.1 254.1 25.032559 121.897157  0.62   36249     87
2786     3.3      7822  388.5 -19.2  29.0 -32.8 259  27.1 254.1 25.032604 121.897416  0.63   36276     87
2787     2.9      7825  388.3 -19.2  28.8 -32.9 259  27.2 254.1 25.032648 121.897675  0.62   36302     87
2788     3.3      7828  388.2 -19.2  28.5 -33.0 259  27.2 254.0 25.032692 121.897937  0.62   36329     87
2789     2.8      7831  388.0 -19.2  28.4 -33.1 259  27.2 254.0 25.032738 121.898200  0.61   36356     87
2790     3.6      7835  387.8 -19.3  28.5 -33.1 259  27.2 254.0 25.032785 121.898465  0.61   36383     87
2791     3.7      7838  387.7 -19.3  28.7 -33.1 259  27.2 253.9 25.032832 121.898732  0.61   36410     87
2792     3.1      7841  387.5 -19.4  28.8 -33.0 260  27.3 253.9 25.032878 121.899001  0.61   36437     87
2793     3.0      7844  387.3 -19.4  28.9 -33.1 260  27.3 253.9 25.032922 121.899270  0.61   36465     87
2794     2.8      7847  387.2 -19.4  29.0 -33.0 260  27.3 253.8 25.032966 121.899541  0.62   36492     87
2795     3.3      7851  387.0 -19.4  29.1 -33.0 260  27.3 253.8 25.033009 121.899812  0.62   36520     87
2796     3.2      7854  386.8 -19.5  29.1 -33.0 260  27.4 253.8 25.033052 121.900083  0.62   36548     87
2797     3.1      7857  386.7 -19.5  28.9 -33.1 260  27.4 253.8 25.033094 121.900353  0.61   36575     87
2798     2.9      7860  386.5 -19.5  28.8 -33.2 260  27.4 253.8 25.033138 121.900620  0.61   36602     87
2799     3.7      7863  386.4 -19.5  29.4 -33.0 260  27.4 253.7 25.033182 121.900883  0.62   36629     87
2800     3.0      7866  386.2 -19.5  31.0 -32.4 260  27.5 253.7 25.033227 121.901144  0.65   36656     87
2801     3.2      7870  386.0 -19.5  33.1 -31.8 260  27.5 253.7 25.033272 121.901404  0.70   36682     87
2802     3.1      7873  385.9 -19.5  34.5 -31.3 260  27.5 253.7 25.033316 121.901666  0.73   36709     87
2803     3.1      7876  385.7 -19.6  35.1 -31.2 260  27.6 253.7 25.033362 121.901931  0.74   36736     87
2804     3.0      7879  385.5 -19.6  35.5 -31.1 260  27.6 253.6 25.033409 121.902200  0.74   36764     87
2805     3.5      7882  385.4 -19.7  35.8 -31.0 260  27.6 253.6 25.033455 121.902470  0.75   36791     87
2806     2.2      7884  385.2 -19.7  36.1 -31.0 260  27.7 253.6 25.033499 121.902742  0.75   36819     87
2807     2.7      7887  385.1 -19.7  36.5 -30.9 260  27.7 253.6 25.033541 121.903014  0.76   36847     87
2808     3.2      7890  384.9 -19.7  36.9 -30.8 260  27.7 253.6 25.033581 121.903287  0.77   36874     87
2809     3.5      7894  384.8 -19.7  37.4 -30.7 260  27.7 253.5 25.033621 121.903559  0.78   36902     87
2810     2.7      7897  384.6 -19.8  38.0 -30.5 260  27.8 253.5 25.033661 121.903832  0.79   36930     87
2811     3.8      7900  384.4 -19.8  38.6 -30.4 260  27.8 253.5 25.033700 121.904104  0.80   36958     87
2812     3.3      7904  384.3 -19.8  39.3 -30.2 260  27.8 253.5 25.033738 121.904376  0.81   36985     87
2813     2.8      7907  384.1 -19.8  39.9 -30.0 260  27.9 253.5 25.033778 121.904648  0.83   37013     87
2814     2.3      7909  384.0 -19.8  40.2 -30.0 260  27.9 253.4 25.033819 121.904919  0.83   37041     87
2815     2.9      7912  383.8 -19.9  40.3 -30.0 260  27.9 253.4 25.033860 121.905191  0.83   37068     87
2816     3.9      7916  383.6 -19.9  40.4 -30.0 260  28.0 253.4 25.033901 121.905463  0.83   37096     87
2817     2.7      7918  383.5 -19.9  40.6 -30.0 260  28.0 253.3 25.033942 121.905736  0.83   37124     87
2818     3.6      7922  383.3 -20.0  40.8 -29.9 260  28.1 253.3 25.033982 121.906010  0.84   37152     87
2819     2.6      7925  383.2 -20.0  41.1 -29.9 260  28.1 253.3 25.034023 121.906285  0.84   37180     87
2820     3.0      7928  383.0 -20.0  41.4 -29.9 260  28.1 253.2 25.034063 121.906562  0.84   37208     87
2821     3.2      7931  382.9 -20.1  41.6 -29.8 260  28.2 253.2 25.034102 121.906838  0.85   37236     87
2822     2.6      7933  382.7 -20.1  41.9 -29.8 260  28.2 253.2 25.034142 121.907115  0.85   37264     87
2823     3.3      7937  382.5 -20.1  42.0 -29.8 260  28.2 253.2 25.034181 121.907391  0.85   37292     87
2824     2.8      7939  382.4 -20.2  42.2 -29.8 260  28.3 253.1 25.034222 121.907668  0.85   37321     87
2825     3.9      7943  382.2 -20.2  42.2 -29.8 260  28.3 253.1 25.034263 121.907944  0.85   37349     87
2826     2.9      7946  382.1 -20.2  42.0 -29.9 260  28.3 253.1 25.034306 121.908220  0.84   37377     87
2827     2.6      7949  381.9 -20.2  41.6 -30.0 260  28.4 253.0 25.034348 121.908496  0.84   37405     87
2828     3.4      7952  381.7 -20.3  41.0 -30.2 260  28.4 253.0 25.034393 121.908772  0.82   37433     87
2829     3.6      7956  381.6 -20.3  40.5 -30.3 260  28.4 253.0 25.034438 121.909048  0.81   37461     87
2830     3.7      7959  381.4 -20.3  40.0 -30.5 260  28.5 252.9 25.034483 121.909324  0.80   37490     87
2831     2.2      7962  381.2 -20.3  39.2 -30.7 260  28.5 252.9 25.034528 121.909602  0.78   37518     87
2832     3.6      7965  381.1 -20.3  38.2 -31.0 260  28.5 252.9 25.034573 121.909879  0.76   37546     87
2833     3.4      7969  380.9 -20.3  37.3 -31.2 260  28.5 253.0 25.034620 121.910155  0.75   37574     87
2834     2.6      7971  380.8 -20.3  37.1 -31.2 260  28.5 253.0 25.034669 121.910432  0.74   37603     87
2835     2.9      7974  380.6 -20.3  37.5 -31.1 259  28.6 253.0 25.034718 121.910711  0.75   37631     87
2836     2.8      7977  380.5 -20.3  38.1 -31.0 259  28.6 253.0 25.034768 121.910990  0.76   37659     87
2837     3.1      7980  380.3 -20.3  38.7 -30.8 259  28.6 253.0 25.034818 121.911270  0.78   37688     87
2838     3.5      7984  380.1 -20.3  39.3 -30.7 259  28.6 252.9 25.034868 121.911552  0.79   37717     87
2839     3.1      7987  380.0 -20.3  39.8 -30.6 259  28.6 252.9 25.034919 121.911834  0.79   37746     87
2840     3.1      7990  379.8 -20.4  40.1 -30.5 259  28.6 252.9 25.034970 121.912116  0.80   37774     87
2841     2.4      7992  379.7 -20.4  40.4 -30.5 259  28.6 252.9 25.035022 121.912398  0.80   37803     86
2842     2.9      7995  379.5 -20.4  40.6 -30.4 259  28.6 252.8 25.035075 121.912679  0.81   37832     86
2843     2.9      7998  379.4 -20.5  41.0 -30.4 259  28.6 252.8 25.035129 121.912958  0.81   37860     86
2844     3.2      8001  379.2 -20.5  41.5 -30.3 259  28.6 252.8 25.035181 121.913236  0.82   37889     86
2845     3.0      8004  379.1 -20.6  41.8 -30.2 259  28.6 252.7 25.035233 121.913512  0.82   37917     86
2846     3.1      8007  378.9 -20.6  42.2 -30.2 259  28.6 252.6 25.035285 121.913787  0.82   37945     86
2847     3.2      8011  378.8 -20.7  42.3 -30.2 258  28.6 252.6 25.035337 121.914062  0.83   37973     86
2848     2.8      8013  378.6 -20.7  42.2 -30.2 258  28.6 252.6 25.035388 121.914335  0.82   38001     86
2849     3.0      8016  378.4 -20.7  41.9 -30.3 258  28.6 252.6 25.035439 121.914608  0.82   38029     86
2850     3.2      8020  378.3 -20.7  41.5 -30.4 258  28.6 252.6 25.035489 121.914882  0.81   38057     86
2851     3.1      8023  378.1 -20.7  41.3 -30.5 258  28.5 252.5 25.035540 121.915155  0.80   38085     86
2852     2.6      8025  378.0 -20.7  41.0 -30.6 258  28.5 252.6 25.035592 121.915428  0.80   38113     86
2853     3.4      8029  377.8 -20.7  40.6 -30.7 258  28.5 252.6 25.035646 121.915702  0.79   38141     86
2854     3.5      8032  377.6 -20.7  40.3 -30.7 258  28.5 252.6 25.035701 121.915977  0.79   38169     86
2855     3.6      8036  377.5 -20.7  40.3 -30.7 258  28.5 252.6 25.035758 121.916252  0.79   38197     86
2856     2.6      8038  377.3 -20.7  40.4 -30.7 258  28.5 252.6 25.035816 121.916527  0.79   38225     86
2857     3.0      8041  377.2 -20.7  40.5 -30.7 258  28.5 252.5 25.035872 121.916802  0.79   38253     86
2858     2.8      8044  377.0 -20.8  40.3 -30.8 258  28.5 252.5 25.035928 121.917076  0.78   38281     86
2859     3.9      8048  376.9 -20.8  39.9 -31.0 258  28.5 252.4 25.035983 121.917350  0.77   38309     86
2860     2.9      8051  376.7 -20.9  39.4 -31.1 258  28.4 252.4 25.036039 121.917624  0.76   38337     86
2861     2.2      8053  376.5 -20.9  39.1 -31.2 258  28.4 252.4 25.036095 121.917897  0.75   38365     86
2862     3.7      8057  376.4 -20.9  38.9 -31.3 258  28.4 252.4 25.036151 121.918169  0.75   38393     86
2863     3.0      8060  376.2 -20.9  38.5 -31.4 258  28.4 252.4 25.036206 121.918442  0.74   38421     86
2864     2.7      8063  376.1 -20.9  38.1 -31.6 258  28.4 252.3 25.036260 121.918715  0.73   38449     86
2865     4.0      8067  375.9 -20.9  37.8 -31.7 258  28.4 252.3 25.036313 121.918989  0.72   38477     86
2866     2.3      8069  375.8 -21.0  37.7 -31.7 258  28.4 252.3 25.036367 121.919262  0.72   38505     86
2867     3.0      8072  375.6 -21.0  37.7 -31.7 258  28.4 252.3 25.036421 121.919535  0.72   38533     86
2868     2.7      8075  375.5 -21.0  37.9 -31.7 258  28.4 252.3 25.036475 121.919809  0.72   38561     86
2869     3.6      8078  375.3 -21.1  38.1 -31.7 258  28.4 252.2 25.036528 121.920087  0.72   38589     86
2870     3.1      8081  375.2 -21.1  38.3 -31.7 258  28.4 252.2 25.036581 121.920366  0.73   38618     86
2871     2.6      8084  375.0 -21.1  38.4 -31.7 258  28.4 252.1 25.036634 121.920646  0.73   38646     86
2872     2.8      8087  374.9 -21.2  38.4 -31.7 258  28.5 252.1 25.036689 121.920925  0.72   38675     86
2873     3.5      8090  374.7 -21.2  38.3 -31.7 258  28.5 252.1 25.036743 121.921202  0.72   38703     86
2874     2.2      8093  374.5 -21.2  38.2 -31.7 258  28.5 252.1 25.036797 121.921476  0.72   38731     86
2875     3.2      8096  374.4 -21.1  38.0 -31.8 258  28.5 252.1 25.036851 121.921749  0.72   38759     86
2876     3.2      8099  374.2 -21.1  37.9 -31.8 258  28.5 252.1 25.036906 121.922021  0.72   38787     86
2877     2.9      8102  374.1 -21.1  38.2 -31.7 258  28.5 252.1 25.036961 121.922293  0.72   38815     86
2878     3.3      8105  373.9 -21.2  38.9 -31.5 258  28.5 252.1 25.037016 121.922566  0.74   38843     86
2879     3.1      8108  373.8 -21.2  39.9 -31.3 258  28.5 252.1 25.037070 121.922840  0.75   38871     86
2880     2.8      8111  373.6 -21.2  40.9 -31.1 258  28.5 252.1 25.037123 121.923116  0.77   38899     86
2881     2.8      8114  373.5 -21.2  41.9 -30.8 258  28.5 252.1 25.037176 121.923393  0.79   38927     86
2882     3.3      8117  373.3 -21.3  43.3 -30.5 258  28.5 252.0 25.037228 121.923672  0.81   38956     86
2883     3.0      8120  373.2 -21.3  45.3 -30.1 258  28.5 252.0 25.037281 121.923952  0.85   38985     86
2884     2.8      8123  373.0 -21.3  47.1 -29.7 258  28.5 252.0 25.037333 121.924231  0.88   39013     86
2885     3.2      8126  372.9 -21.3  47.9 -29.5 258  28.5 252.0 25.037386 121.924509  0.90   39041     86
2886     3.3      8129  372.7 -21.3  48.0 -29.5 258  28.5 252.0 25.037438 121.924786  0.90   39070     86
2887     3.5      8133  372.6 -21.3  47.7 -29.6 258  28.6 251.9 25.037492 121.925063  0.89   39098     86
2888     2.6      8135  372.4 -21.4  47.7 -29.6 258  28.6 251.9 25.037545 121.925340  0.89   39126     86
2889     2.9      8138  372.2 -21.4  48.0 -29.5 258  28.6 251.9 25.037596 121.925619  0.89   39155     86
2890     2.7      8141  372.1 -21.4  48.4 -29.5 258  28.6 251.9 25.037646 121.925898  0.90   39184     86
2891     3.5      8145  371.9 -21.5  49.2 -29.4 258  28.6 251.8 25.037695 121.926178  0.91   39212     86
2892     2.6      8147  371.8 -21.5  50.0 -29.2 258  28.6 251.7 25.037745 121.926456  0.92   39241     86
2893     3.4      8151  371.6 -21.6  50.6 -29.2 258  28.6 251.7 25.037795 121.926732  0.93   39269     86
2894     2.9      8153  371.5 -21.6  50.8 -29.1 258  28.6 251.7 25.037846 121.927006  0.93   39297     86
2895     2.7      8156  371.3 -21.6  50.9 -29.1 259  28.6 251.7 25.037897 121.927279  0.93   39325     86
2896     3.3      8159  371.2 -21.6  50.9 -29.1 259  28.6 251.7 25.037949 121.927553  0.93   39353     86
2897     3.1      8162  371.0 -21.7  51.0 -29.1 259  28.6 251.6 25.038001 121.927830  0.93   39381     86
2898     3.3      8166  370.9 -21.7  51.4 -29.1 259  28.6 251.6 25.038052 121.928109  0.94   39410     86
2899     2.3      8168  370.7 -21.7  51.9 -29.0 259  28.7 251.6 25.038104 121.928390  0.94   39438     86
2900     3.1      8171  370.6 -21.8  52.5 -28.9 259  28.7 251.5 25.038156 121.928672  0.95   39467     86
2901     3.1      8174  370.4 -21.8  53.2 -28.8 259  28.7 251.5 25.038210 121.928953  0.96   39496     86
2902     3.0      8177  370.3 -21.8  54.0 -28.6 259  28.7 251.5 25.038265 121.929234  0.98   39525     86
2903     3.5      8181  370.1 -21.8  54.7 -28.5 259  28.7 251.5 25.038319 121.929516  0.99   39553     86
2904     2.8      8184  370.0 -21.8  55.2 -28.4 259  28.7 251.5 25.038371 121.929799  1.00   39582     86
2905     3.4      8187  369.8 -21.9  55.4 -28.4 259  28.7 251.4 25.038420 121.930080  1.00   39611     86
2906     2.2      8189  369.7 -21.9  55.7 -28.4 259  28.7 251.4 25.038468 121.930359  1.00   39639     86
2907     3.0      8192  369.5 -22.0  55.9 -28.5 259  28.8 251.3 25.038516 121.930636  1.00   39668     86
2908     2.5      8195  369.4 -22.0  56.3 -28.4 259  28.8 251.3 25.038563 121.930912  1.00   39696     86
2909     3.2      8198  369.2 -22.0  57.6 -28.2 259  28.8 251.3 25.038610 121.931188  1.02   39724     86
2910     3.1      8201  369.1 -22.1  59.5 -27.9 259  28.8 251.2 25.038657 121.931464  1.05   39752     86
2911     2.5      8203  369.0 -22.1  61.2 -27.6 259  28.8 251.2 25.038704 121.931741  1.08   39781     86
2912     3.4      8207  368.8 -22.1  61.9 -27.5 259  28.9 251.2 25.038752 121.932020  1.09   39809     86
2913     2.7      8210  368.7 -22.2  62.0 -27.5 259  28.9 251.2 25.038800 121.932302  1.09   39838     86
2914     3.3      8213  368.5 -22.2  62.2 -27.5 260  28.9 251.1 25.038848 121.932584  1.09   39867     86
2915     3.2      8216  368.3 -22.3  62.6 -27.5 260  28.9 251.0 25.038897 121.932867  1.09   39896     86
2916     3.1      8219  368.2 -22.3  62.9 -27.5 260  29.0 251.0 25.038946 121.933149  1.09   39925     86
2917     2.5      8222  368.0 -22.3  63.1 -27.5 260  29.0 251.0 25.038995 121.933430  1.10   39953     86
2918     3.2      8225  367.9 -22.3  63.1 -27.5 260  29.1 251.0 25.039044 121.933711  1.10   39982     86
2919     3.2      8228  367.7 -22.3  63.2 -27.5 260  29.1 251.0 25.039091 121.933991  1.10   40011     86
2920     3.3      8231  367.6 -22.4  63.1 -27.5 260  29.1 251.0 25.039136 121.934272  1.09   40039     86
2921     2.9      8234  367.4 -22.4  63.0 -27.5 260  29.2 250.9 25.039178 121.934551  1.09   40068     86
2922     2.6      8237  367.3 -22.4  63.2 -27.5 260  29.2 250.9 25.039218 121.934832  1.09   40096     86
2923     2.9      8240  367.1 -22.4  63.8 -27.4 260  29.3 250.9 25.039257 121.935116  1.10   40125     86
2924     3.3      8243  367.0 -22.5  64.7 -27.3 260  29.3 250.8 25.039298 121.935402  1.11   40154     86
2925     3.7      8247  366.8 -22.5  65.5 -27.2 260  29.4 250.8 25.039341 121.935689  1.12   40184     86
2926     2.7      8249  366.7 -22.6  66.3 -27.2 260  29.4 250.8 25.039385 121.935979  1.13   40213     86
2927     3.1      8252  366.5 -22.6  66.9 -27.1 260  29.5 250.7 25.039430 121.936268  1.14   40243     86
2928     3.0      8255  366.4 -22.6  67.7 -27.0 261  29.5 250.7 25.039473 121.936558  1.15   40272     86
2929     2.4      8258  366.3 -22.6  68.5 -26.9 261  29.6 250.7 25.039517 121.936848  1.16   40302     86
2930     2.9      8261  366.1 -22.7  69.2 -26.8 261  29.6 250.7 25.039560 121.937138  1.17   40331     86
2931     2.8      8263  366.0 -22.7  69.7 -26.7 261  29.6 250.6 25.039604 121.937428  1.18   40361     86
2932     2.7      8266  365.8 -22.7  70.1 -26.7 261  29.7 250.6 25.039647 121.937721  1.18   40391     86
2933     2.8      8269  365.7 -22.8  70.6 -26.6 261  29.7 250.6 25.039690 121.938014  1.19   40421     86
2934     2.5      8271  365.6 -22.8  71.1 -26.6 261  29.8 250.6 25.039732 121.938309  1.19   40451     86
2935     3.0      8274  365.4 -22.8  71.8 -26.5 261  29.8 250.5 25.039774 121.938605  1.20   40481     86
2936     3.0      8277  365.3 -22.8  72.5 -26.4 261  29.8 250.5 25.039817 121.938900  1.21   40511     86
2937     3.2      8281  365.1 -22.9  73.2 -26.3 261  29.9 250.5 25.039858 121.939195  1.22   40541     86
2938     3.3      8284  365.0 -22.9  73.9 -26.3 261  29.9 250.5 25.039900 121.939489  1.23   40571     86
2939     2.5      8286  364.8 -22.9  74.5 -26.2 261  29.9 250.4 25.039940 121.939783  1.24   40601     86
2940     3.3      8290  364.7 -22.9  75.2 -26.1 261  29.9 250.4 25.039982 121.940077  1.25   40631     86
2941     2.5      8292  364.5 -22.9  76.1 -26.0 261  29.9 250.4 25.040026 121.940370  1.26   40661     86
2942     2.6      8295  364.4 -23.0  77.4 -25.8 261  29.9 250.4 25.040072 121.940665  1.28   40691     86
2943     2.6      8297  364.3 -23.0  79.1 -25.6 261  29.9 250.4 25.040117 121.940959  1.31   40721     86
2944     3.2      8301  364.1 -23.0  80.7 -25.4 261  30.0 250.3 25.040162 121.941254  1.33   40751     86
2945     3.2      8304  364.0 -23.0  81.7 -25.3 260  30.0 250.3 25.040207 121.941548  1.35   40781     86
2946     2.9      8307  363.8 -23.1  82.0 -25.3 260  30.0 250.3 25.040253 121.941842  1.35   40811     86
2947     2.6      8309  363.7 -23.1  82.0 -25.3 260  30.0 250.3 25.040298 121.942136  1.35   40841     86
2948     3.4      8313  363.5 -23.1  82.1 -25.3 260  30.0 250.2 25.040343 121.942429  1.35   40871     86
2949     3.2      8316  363.4 -23.1  82.7 -25.3 260  30.0 250.2 25.040389 121.942721  1.35   40901     86
2950     2.4      8318  363.2 -23.2  83.7 -25.2 260  30.0 250.2 25.040436 121.943010  1.37   40930     86
2951     3.0      8321  363.1 -23.2  84.9 -25.0 260  30.0 250.2 25.040485 121.943299  1.39   40960     86
2952     3.2      8324  362.9 -23.2  86.1 -24.9 260  30.0 250.2 25.040534 121.943587  1.41   40989     86
2953     2.7      8327  362.8 -23.2  87.2 -24.8 260  30.0 250.2 25.040583 121.943877  1.42   41019     86
2954     2.9      8330  362.7 -23.2  88.0 -24.7 260  30.0 250.1 25.040632 121.944166  1.43   41049     86
2955     3.1      8333  362.5 -23.2  88.8 -24.6 260  30.0 250.1 25.040681 121.944455  1.45   41078     86
2956     2.6      8336  362.4 -23.2  89.4 -24.5 260  30.0 250.1 25.040730 121.944743  1.46   41107     86
2957     2.8      8339  362.2 -23.2  89.7 -24.5 260  30.0 250.1 25.040779 121.945030  1.46   41137     86
2958     2.9      8342  362.1 -23.3  89.5 -24.5 260  30.0 250.1 25.040828 121.945318  1.46   41166     86
2959     3.4      8345  361.9 -23.3  88.9 -24.6 260  30.0 250.1 25.040875 121.945608  1.44   41196     86
2960     2.6      8347  361.8 -23.3  87.9 -24.7 260  30.0 250.1 25.040923 121.945898  1.43   41225     86
2961     2.1      8350  361.7 -23.3  87.0 -24.8 260  30.0 250.1 25.040972 121.946190  1.42   41255     86
2962     3.4      8353  361.5 -23.3  86.4 -24.9 260  30.0 250.1 25.041023 121.946482  1.41   41285     86
2963     3.2      8356  361.4 -23.3  86.1 -24.9 260  30.0 250.1 25.041076 121.946774  1.40   41315     86
2964     3.1      8359  361.2 -23.3  86.0 -25.0 260  30.0 250.1 25.041129 121.947068  1.40   41345     86
2965     3.1      8362  361.1 -23.3  86.1 -25.0 259  30.0 250.1 25.041183 121.947361  1.40   41375     86
2966     2.7      8365  360.9 -23.3  86.3 -25.0 259  30.0 250.1 25.041236 121.947654  1.40   41405     86
2967     2.8      8368  360.8 -23.3  86.3 -25.0 259  30.0 250.0 25.041288 121.947947  1.40   41435     86
2968     2.8      8371  360.6 -23.3  86.2 -25.0 259  30.0 250.0 25.041339 121.948240  1.40   41465     86
2969     2.9      8374  360.5 -23.4  86.1 -25.0 259  30.0 250.0 25.041390 121.948533  1.39   41495     86
2970     2.9      8377  360.4 -23.4  85.9 -25.1 259  30.0 250.0 25.041440 121.948827  1.39   41525     86
2971     2.8      8379  360.2 -23.4  85.6 -25.1 259  30.0 250.0 25.041488 121.949122  1.38   41555     86
2972     2.8      8382  360.1 -23.4  85.3 -25.2 259  30.0 249.9 25.041536 121.949417  1.38   41585     86
2973     2.8      8385  359.9 -23.4  84.9 -25.3 259  30.0 249.9 25.041584 121.949711  1.37   41615     86
2974     2.8      8388  359.8 -23.4  84.5 -25.3 259  29.9 249.9 25.041631 121.950003  1.36   41645     86
2975     3.7      8392  359.6 -23.5  84.3 -25.4 259  29.9 249.9 25.041680 121.950293  1.35   41675     86
2976     3.1      8395  359.5 -23.5  84.2 -25.4 259  29.9 249.9 25.041729 121.950583  1.35   41704     86
2977     2.6      8397  359.4 -23.5  83.9 -25.5 259  29.9 249.9 25.041780 121.950871  1.35   41734     86
2978     2.8      8400  359.2 -23.5  83.6 -25.5 259  29.9 249.8 25.041833 121.951158  1.34   41763     86
2979     1.6      8402  359.1 -23.5  83.2 -25.6 259  29.9 249.8 25.041887 121.951446  1.33   41793     86
2980     3.0      8405  359.0 -23.6  82.7 -25.7 259  29.9 249.8 25.041941 121.951735  1.32   41822     86
2981     2.9      8408  358.8 -23.6  82.2 -25.8 259  29.9 249.8 25.041994 121.952025  1.31   41852     86
2982     2.9      8411  358.7 -23.6  81.8 -25.8 259  29.9 249.7 25.042048 121.952315  1.30   41881     86
2983     2.9      8413  358.5 -23.6  81.5 -25.9 259  29.9 249.7 25.042101 121.952607  1.30   41911     86
2984     2.9      8416  358.4 -23.6  81.4 -25.9 259  29.8 249.7 25.042154 121.952899  1.29   41941     86
